,name,image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
10,0c250014548905d4.jpg,/Zebra/0c250014548905d4.jpg,680,1024,"[[0.0, 110.1319351196289, 1022.5091552734375, 668.4425659179688]]","[[0.0, 0.16195872811710132, 0.9985440969467163, 0.9830037734087775]]","[[0.0, 0.0, 1023.36, 679.35944]]",<class 'list'>,"[[0.0, 0.0, 0.999375, 0.9990579999999999]]",[[0.9105730063109166]],[0.9105730063109166],1,0.9105730063109166
11,16ddf7a258b9e63a.jpg,/Zebra/16ddf7a258b9e63a.jpg,576,1024,"[[217.63931274414062, 372.4061584472656, 446.08447265625, 550.21435546875], [479.2325134277344, 174.1668243408203, 620.5066528320312, 444.8804626464844]]","[[0.21253839135169983, 0.6465384695265028, 0.43562936782836914, 0.9552332560221354], [0.46800050139427185, 0.30237295892503524, 0.6059635281562805, 0.7723619143168131]]","[[211.84, 374.40000000000003, 442.88, 544.640256]]",<class 'list'>,"[[0.206875, 0.65, 0.4325, 0.9455560000000001]]","[[0.9829218821693548, 0.4969913815864]]",[0.9829218821693548],1,0.9829218821693548
12,10e513f83230fe4b.jpg,/Zebra/10e513f83230fe4b.jpg,934,1024,"[[278.6416015625, 49.78300857543945, 1009.9241943359375, 911.6683349609375]]","[[0.2721109390258789, 0.05330086571246194, 0.986254096031189, 0.9760902943907254]]","[[284.672, 53.254811999999994, 966.656, 905.324332]]",<class 'list'>,"[[0.278, 0.05701799999999999, 0.944, 0.969298]]",[[0.9666019455097051]],[0.9666019455097051],1,0.9666019455097052
13,2275fa5ebe0a67ef.jpg,/Zebra/2275fa5ebe0a67ef.jpg,768,1024,"[[805.369873046875, 695.5847778320312, 908.1331787109375, 762.0535278320312], [670.1098022460938, 404.852783203125, 807.0247802734375, 490.008056640625], [532.2608032226562, 589.4402465820312, 611.9243774414062, 622.7887573242188], [144.4075469970703, 678.7213134765625, 183.608642578125, 727.4541015625], [357.0213623046875, 578.8287353515625, 402.5657958984375, 611.8980712890625], [426.3002014160156, 565.8215942382812, 451.59063720703125, 605.6129760742188], [155.1282196044922, 592.4783325195312, 181.56167602539062, 623.7937622070312], [318.6327819824219, 574.1355590820312, 362.3547058105469, 607.0689697265625]]","[[0.7864940166473389, 0.9057093461354574, 0.8868488073348999, 0.9922571976979574], [0.6544041037559509, 0.5271520614624023, 0.7881101369857788, 0.6380313237508138], [0.5197859406471252, 0.7675003210703532, 0.5975823998451233, 0.8109228610992432], [0.14102299511432648, 0.8837517102559408, 0.1793053150177002, 0.9472058614095052], [0.3486536741256714, 0.7536832491556803, 0.39313066005706787, 0.7967422803243002], [0.41630879044532776, 0.7367468674977621, 0.44100648164749146, 0.788558562596639], [0.1514924019575119, 0.7714561621348063, 0.17730632424354553, 0.8122314612070719], [0.31116482615470886, 0.7475723425547282, 0.3538620173931122, 0.7904543876647949]]","[[666.24, 404.480256, 808.96, 489.59999999999997]]",<class 'list'>,"[[0.650625, 0.526667, 0.79, 0.6375]]","[[0.4252485667607013, 0.9941168710537426, 0.5259529627150042, 0.20214376249511956, 0.38628022246262084, 0.43636903331509386, 0.24298789938975332, 0.36233049116129296]]",[0.9941168710537426],1,0.9941168710537426
14,610bd54da2ecd09b.jpg,/Zebra/610bd54da2ecd09b.jpg,735,1024,"[[337.68280029296875, 280.9662170410156, 642.6527099609375, 501.82501220703125]]","[[0.3297683596611023, 0.3822669619605655, 0.627590537071228, 0.6827551186490222]]","[[336.891904, 234.209955, 662.36416, 510.31123500000007]]",<class 'list'>,"[[0.328996, 0.318653, 0.64684, 0.6943010000000001]]",[[0.9310012583439137]],[0.9310012583439137],1,0.9310012583439136
15,a708a42e24fd4eff.jpg,/Zebra/a708a42e24fd4eff.jpg,683,1024,"[[334.1850891113281, 220.64816284179688, 620.6438598632812, 545.45361328125]]","[[0.32635262608528137, 0.3230573394462619, 0.6060975193977356, 0.7986143679081259]]","[[332.8, 220.405466, 622.72, 545.88775]]",<class 'list'>,"[[0.325, 0.322702, 0.608125, 0.79925]]",[[0.996696350207301]],[0.996696350207301],1,0.996696350207301
16,860d3e6c8dc0405d.jpg,/Zebra/860d3e6c8dc0405d.jpg,768,1024,"[[364.21746826171875, 372.1553649902344, 720.2437744140625, 661.6351318359375]]","[[0.3556811213493347, 0.4845772981643677, 0.7033630609512329, 0.861504077911377]]","[[362.667008, 369.77740800000004, 719.01184, 655.8021120000001]]",<class 'list'>,"[[0.354167, 0.48148100000000005, 0.70216, 0.8539090000000001]]",[[0.9902625283913807]],[0.9902625283913807],1,0.9902625283913808
17,51d98cef0b2af1e0.jpg,/Zebra/51d98cef0b2af1e0.jpg,1024,459,"[[0.511181652545929, 0.0, 459.0, 1024.0]]","[[0.001113685517529257, 0.0, 1.0, 1.0]]","[[0.0, 0.0, 458.359695, 1023.36]]",<class 'list'>,"[[0.0, 0.0, 0.998605, 0.999375]]",[[0.9984337229641564]],[0.9984337229641564],1,0.9984337229641564
18,be9d4895051d8fe8.jpg,/Zebra/be9d4895051d8fe8.jpg,683,1024,"[[323.4234619140625, 3.793261766433716, 1003.9693603515625, 665.95263671875], [0.04569091647863388, 0.0, 120.92911529541016, 168.77578735351562]]","[[0.31584322452545166, 0.005553823962567666, 0.9804388284683228, 0.9750404637170571], [4.46200356236659e-05, 0.0, 0.11809483915567398, 0.24710949832139917]]","[[339.2, 0.0, 1009.92, 682.3593460000001]]",<class 'list'>,"[[0.33125, 0.0, 0.98625, 0.9990620000000001]]","[[0.9728237906951428, 0.26367928726150286]]",[0.9728237906951428],1,0.9728237906951428
19,33d1926311be80d3.jpg,/Zebra/33d1926311be80d3.jpg,683,1024,"[[259.5591735839844, 0.0, 597.7559814453125, 601.234375], [573.2584228515625, 0.0, 837.0021362304688, 595.46142578125]]","[[0.25347575545310974, 0.0, 0.583746075630188, 0.8802845900439239], [0.559822678565979, 0.0, 0.8173848986625671, 0.8718322485816252]]","[[261.00019199999997, 0.0, 595.00032, 602.0002979999999], [576.0, 0.0, 821.000192, 589.999988]]",<class 'list'>,"[[0.25488299999999997, 0.0, 0.581055, 0.8814059999999999], [0.5625, 0.0, 0.801758, 0.863836]]","[[0.9963267994302344, 0.6507628989611993], [0.6546356674532864, 0.9812349758540934]]","[0.9963267994302344, 0.9812349758540934]",2,0.988780887642164
20,0479cada52eb3410.jpg,/Zebra/0479cada52eb3410.jpg,768,1024,"[[61.342384338378906, 56.01494216918945, 1023.3484497070312, 762.2713623046875]]","[[0.05990467220544815, 0.0729361226161321, 0.9993637204170227, 0.9925408363342285]]","[[56.32, 62.079744000000005, 1023.36, 767.360256]]",<class 'list'>,"[[0.055, 0.080833, 0.999375, 0.999167]]",[[0.9899614134176649]],[0.9899614134176649],1,0.9899614134176647
21,42468958f3fb5318.jpg,/Zebra/42468958f3fb5318.jpg,681,1024,"[[627.5183715820312, 60.31494140625, 814.5709228515625, 610.45947265625], [225.73013305664062, 126.6798324584961, 582.5972900390625, 494.85064697265625]]","[[0.6128109097480774, 0.0885681958975771, 0.795479416847229, 0.8964162594071219], [0.2204395830631256, 0.18602031198017047, 0.568942666053772, 0.7266529324121237]]","[[232.32, 127.36743, 582.4, 489.628785], [624.0, 62.083365, 810.88, 581.153823]]",<class 'list'>,"[[0.226875, 0.18703, 0.56875, 0.718985], [0.609375, 0.091165, 0.791875, 0.853383]]","[[0.5365640191410088, 0.9894800387363447], [0.9690450083623298, 0.5509970413640309]]","[0.9894800387363447, 0.9690450083623298]",2,0.9792625235493372
22,07a5c111715aeb9c.jpg,/Zebra/07a5c111715aeb9c.jpg,768,1024,"[[1.4064452648162842, 69.07841491699219, 1022.3134765625, 764.0051879882812]]","[[0.0013734817039221525, 0.08994585275650024, 0.9983530044555664, 0.9947984218597412]]","[[0.0, 0.0, 1023.36, 767.360256]]",<class 'list'>,"[[0.0, 0.0, 0.999375, 0.999167]]",[[0.9516815455694274]],[0.9516815455694274],1,0.9516815455694274
23,27752dd5e95e1769.jpg,/Zebra/27752dd5e95e1769.jpg,1024,682,"[[0.10898437350988388, 83.18290710449219, 570.22412109375, 1024.0]]","[[0.00015980113417871536, 0.08123330771923065, 0.8361057494043255, 1.0]]","[[0.0, 78.400512, 558.072416, 1023.2002560000001]]",<class 'list'>,"[[0.0, 0.076563, 0.818288, 0.9992190000000001]]",[[0.9874257711162773]],[0.9874257711162773],1,0.9874257711162772
24,6c989d4f1eb2563f.jpg,/Zebra/6c989d4f1eb2563f.jpg,589,1024,"[[0.0, 21.671777725219727, 1022.5283203125, 575.52197265625]]","[[0.0, 0.03679418968628137, 0.9985628128051758, 0.9771171012839559]]","[[0.0, 0.0, 1021.44, 588.359757]]",<class 'list'>,"[[0.0, 0.0, 0.9975, 0.9989129999999999]]",[[0.9701879465350445]],[0.9701879465350445],1,0.9701879465350444
25,3bd5a3475c20c400.jpg,/Zebra/3bd5a3475c20c400.jpg,683,1024,"[[453.10711669921875, 166.1944122314453, 965.9447021484375, 590.55810546875], [106.698974609375, 106.9609375, 594.067626953125, 611.2457885742188], [102.6661148071289, 153.9933319091797, 384.1172790527344, 611.6575927734375]]","[[0.4424874186515808, 0.24333003254970031, 0.9433053731918335, 0.8646531558839677], [0.10419821739196777, 0.15660459370424598, 0.5801441669464111, 0.8949425894205253], [0.10025987774133682, 0.2254660789299849, 0.3751145303249359, 0.8955455238264092]]","[[106.24, 106.99878, 974.72, 613.162567]]",<class 'list'>,"[[0.10375, 0.15666, 0.951875, 0.8977489999999999]]","[[0.7562149862001722, 0.7973104993884784, 0.6586715702650964]]",[0.7973104993884784],1,0.7973104993884784
26,55797b7ca204843d.jpg,/Zebra/55797b7ca204843d.jpg,685,1024,"[[297.31915283203125, 100.7319107055664, 899.4124755859375, 677.89794921875]]","[[0.2903507351875305, 0.1470538842417028, 0.8783324956893921, 0.9896320426551095]]","[[304.0, 69.0754, 897.28, 684.36021]]",<class 'list'>,"[[0.296875, 0.10084, 0.87625, 0.9990660000000001]]",[[0.965576663157507]],[0.965576663157507],1,0.965576663157507
27,376c976080664b60.jpg,/Zebra/376c976080664b60.jpg,683,1024,"[[91.5455322265625, 1.566503882408142, 831.2501831054688, 683.0]]","[[0.08939993381500244, 0.002293563517435054, 0.8117677569389343, 1.0]]","[[87.04, 10.891801, 823.04, 681.718692]]",<class 'list'>,"[[0.085, 0.015947, 0.80375, 0.998124]]",[[0.9851104906651431]],[0.9851104906651431],1,0.9851104906651432
28,56e6d0536ae4169a.jpg,/Zebra/56e6d0536ae4169a.jpg,778,1024,"[[5.394921779632568, 3.4063477516174316, 1024.0, 776.2560424804688], [421.3734436035156, 1.9467041492462158, 1023.7630615234375, 773.2745971679688], [0.6319335699081421, 0.0, 470.3974609375, 768.5989379882812], [5.442578315734863, 0.0, 1021.0955200195312, 764.2950439453125]]","[[0.00526847830042243, 0.004378339012361738, 1.0, 0.997758409357929], [0.4114975035190582, 0.00250219042319565, 0.9997686147689819, 0.9939262174395486], [0.00061712262686342, 0.0, 0.45937252044677734, 0.98791637273558], [0.005315017886459827, 0.0, 0.9971635937690735, 0.9823843752510444]]","[[0.0, 0.0, 1023.36, 777.360484]]",<class 'list'>,"[[0.0, 0.0, 0.999375, 0.999178]]","[[0.9941625510722143, 0.7909515038309722, 0.7254957377710712, 0.987866968546514]]",[0.9941625510722143],1,0.9941625510722144
29,db80e348acfcf0ad.jpg,/Zebra/db80e348acfcf0ad.jpg,683,1024,"[[331.66778564453125, 101.3828353881836, 1024.0, 676.4954833984375]]","[[0.32389432191848755, 0.14843753351124978, 1.0, 0.9904765496316801]]","[[337.28, 95.46632500000001, 1022.72, 682.3593460000001]]",<class 'list'>,"[[0.329375, 0.139775, 0.99875, 0.9990620000000001]]",[[0.9867816813707496]],[0.9867816813707496],1,0.9867816813707496
30,04796ae8caac3996.jpg,/Zebra/04796ae8caac3996.jpg,612,1024,"[[775.6643676757812, 450.657470703125, 903.26123046875, 527.3897094726562], [891.0765380859375, 456.0732421875, 961.9523315429688, 524.0711059570312], [255.947998046875, 438.10711669921875, 410.2501525878906, 510.6351623535156], [332.51983642578125, 439.28131103515625, 411.1067810058594, 510.2620544433594]]","[[0.7574847340583801, 0.7363684161815768, 0.8820910453796387, 0.8617478912951899], [0.8701919317245483, 0.7452177159926471, 0.9394065737724304, 0.8563253365310968], [0.24994921684265137, 0.7158613017961091, 0.40063491463661194, 0.834371180316202], [0.324726402759552, 0.7177799199920853, 0.40147146582603455, 0.8337615268682342]]","[[254.348288, 433.747656, 415.545344, 512.971056], [774.276096, 450.91242, 959.256576, 530.1358200000001]]",<class 'list'>,"[[0.248387, 0.708738, 0.405806, 0.8381879999999999], [0.756129, 0.736785, 0.936774, 0.8662350000000001]]","[[0.38435531304338555, 0.3065217247221904, 0.9845525970211949, 0.9192048535610101], [0.9484180634436576, 0.8867729820299113, 0.3697605674075845, 0.3874412481533234]]","[0.9845525970211949, 0.9484180634436576]",2,0.9664853302324264
31,5b634726e09bae95.jpg,/Zebra/5b634726e09bae95.jpg,683,1024,"[[45.84929275512695, 70.3150405883789, 381.7435302734375, 581.0628051757812]]","[[0.044774699956178665, 0.10295027904594276, 0.3727964162826538, 0.8507508128488744]]","[[51.00032, 69.999987, 380.99967999999996, 590.9999]]",<class 'list'>,"[[0.049805, 0.10248900000000001, 0.37206999999999996, 0.8653000000000001]]",[[0.9872234708749769]],[0.9872234708749769],1,0.9872234708749767
32,e9a7b197905ecddf.jpg,/Zebra/e9a7b197905ecddf.jpg,768,1024,"[[0.0, 14.625195503234863, 709.7371826171875, 758.8287353515625]]","[[0.0, 0.019043223311503727, 0.6931027173995972, 0.9880582491556803]]","[[0.0, 1.92, 714.88, 767.360256]]",<class 'list'>,"[[0.0, 0.0025, 0.698125, 0.999167]]",[[0.9832343468206955]],[0.9832343468206955],1,0.9832343468206955
33,09a195d4e1d2414d.jpg,/Zebra/09a195d4e1d2414d.jpg,683,1024,"[[160.53707885742188, 117.6702880859375, 974.6720581054688, 620.2730712890625]]","[[0.15677449107170105, 0.17228446279053808, 0.9518281817436218, 0.9081596944202965]]","[[151.04, 114.046657, 906.88, 610.5992679999999]]",<class 'list'>,"[[0.1475, 0.166979, 0.885625, 0.8939959999999999]]",[[0.9476002672286331]],[0.9476002672286331],1,0.9476002672286332
34,1362e930afdbd267.jpg,/Zebra/1362e930afdbd267.jpg,682,1024,"[[0.0, 52.589622497558594, 707.2908935546875, 671.9802856445312]]","[[0.0, 0.07711088342750527, 0.6907137632369995, 0.9853083367221865]]","[[0.0, 37.10693800000001, 697.6, 678.1610219999999], [908.8, 0.0, 1022.72, 188.09355399999998]]",<class 'list'>,"[[0.0, 0.05440900000000001, 0.68125, 0.9943709999999998], [0.8875, 0.0, 0.99875, 0.27579699999999996]]","[[0.9782100131992506], [0.26154945466882756]]","[0.9782100131992506, 0.26154945466882756]",2,0.6198797339340391
35,2b66560ae2792341.jpg,/Zebra/2b66560ae2792341.jpg,683,1024,"[[580.0809326171875, 273.17108154296875, 841.8961181640625, 492.46563720703125]]","[[0.5664852857589722, 0.3999576596529557, 0.8221641778945923, 0.7210331437877471]]","[[26.000384, 6.0001549999999995, 1022.999552, 682.000088]]",<class 'list'>,"[[0.025391, 0.008785, 0.999023, 0.998536]]",[[0.4224169313922223]],[0.4224169313922223],1,0.4224169313922223
36,465db5a425d9f406.jpg,/Zebra/465db5a425d9f406.jpg,680,1024,"[[11.992578506469727, 81.39436340332031, 1023.6412963867188, 667.1656494140625]]","[[0.011711502447724342, 0.11969759324017692, 0.999649703502655, 0.9811259550206801]]","[[0.0, 50.583839999999995, 1023.36, 679.35944]]",<class 'list'>,"[[0.0, 0.074388, 0.999375, 0.9990579999999999]]",[[0.9613487131571932]],[0.9613487131571932],1,0.9613487131571932
